experiment_id	assay_plate_barcode	num_dmso_wells	dmso_plate_avg_log2	dmso_expt_std_log2
1	AU050678	91	1.457e+001	2.929e-001
1	AU050679	91	1.453e+001	2.929e-001
1	AU050680	128	1.438e+001	2.929e-001
1	AU050681	128	1.447e+001	2.929e-001
1	AU050690	266	1.462e+001	2.929e-001
1	AU050691	266	1.463e+001	2.929e-001
1	AU050692	128	1.461e+001	2.929e-001
1	AU050693	128	1.458e+001	2.929e-001
1	AU050694	128	1.456e+001	2.929e-001
1	AU050695	128	1.457e+001	2.929e-001
1	AU050696	128	1.457e+001	2.929e-001
1	AU050697	128	1.462e+001	2.929e-001
2	AU050450	88	1.493e+001	1.557e-001
2	AU050451	91	1.500e+001	1.557e-001
2	AU050452	266	1.508e+001	1.557e-001
2	AU050453	266	1.507e+001	1.557e-001
2	AU050454	128	1.505e+001	1.557e-001
2	AU050455	128	1.506e+001	1.557e-001
2	AU050456	128	1.507e+001	1.557e-001
2	AU050457	128	1.506e+001	1.557e-001
2	AU050659	128	1.504e+001	1.557e-001
2	AU050660	128	1.504e+001	1.557e-001
2	AU050661	128	1.501e+001	1.557e-001
2	AU050662	128	1.498e+001	1.557e-001
3	AU050504	91	1.528e+001	1.763e-001
3	AU050505	91	1.529e+001	1.763e-001
3	AU050506	266	1.537e+001	1.763e-001
3	AU050507	266	1.534e+001	1.763e-001
3	AU050508	128	1.536e+001	1.763e-001
3	AU050509	128	1.536e+001	1.763e-001
3	AU050510	128	1.535e+001	1.763e-001
3	AU050511	128	1.533e+001	1.763e-001
3	AU050512	128	1.531e+001	1.763e-001
3	AU050513	128	1.534e+001	1.763e-001
3	AU050514	128	1.531e+001	1.763e-001
3	AU050515	128	1.530e+001	1.763e-001
4	AU050612	128	1.374e+001	9.030e-001
4	AU050613	128	1.362e+001	9.030e-001
4	AU050614	128	1.369e+001	9.030e-001
4	AU050615	128	1.362e+001	9.030e-001
4	AU050616	128	1.378e+001	9.030e-001
4	AU050617	128	1.377e+001	9.030e-001
4	AU050778	128	1.372e+001	9.030e-001
4	AU050779	128	1.360e+001	9.030e-001
4	AU050780	266	1.306e+001	9.030e-001
4	AU050781	266	1.320e+001	9.030e-001
4	AU050782	128	1.367e+001	9.030e-001
4	AU050783	128	1.356e+001	9.030e-001
5	AU050544	128	1.388e+001	9.634e-001
5	AU050545	128	1.368e+001	9.634e-001
5	AU050546	128	1.380e+001	9.634e-001
5	AU050547	128	1.380e+001	9.634e-001
5	AU050558	128	1.390e+001	9.634e-001
5	AU050559	128	1.389e+001	9.634e-001
5	AU050560	128	1.385e+001	9.634e-001
5	AU050561	128	1.374e+001	9.634e-001
5	AU050562	267	1.362e+001	9.634e-001
5	AU050563	266	1.317e+001	9.634e-001
5	AU050564	128	1.390e+001	9.634e-001
5	AU050565	128	1.357e+001	9.634e-001
6	AU050550	128	1.370e+001	6.992e-001
6	AU050551	128	1.374e+001	6.992e-001
6	AU050552	128	1.383e+001	6.992e-001
6	AU050553	128	1.365e+001	6.992e-001
6	AU050554	128	1.380e+001	6.992e-001
6	AU050555	128	1.373e+001	6.992e-001
6	AU050556	128	1.375e+001	6.992e-001
6	AU050557	128	1.380e+001	6.992e-001
6	AU050568	128	1.352e+001	6.992e-001
6	AU050569	128	1.349e+001	6.992e-001
6	AU050570	267	1.357e+001	6.992e-001
6	AU050571	267	1.358e+001	6.992e-001
7	AU050786	128	1.355e+001	1.436e+000
7	AU050787	128	1.360e+001	1.436e+000
7	AU050790	128	1.326e+001	1.436e+000
7	AU050791	128	1.316e+001	1.436e+000
7	AU050794	267	1.253e+001	1.436e+000
7	AU050795	266	1.244e+001	1.436e+000
8	AU050518	128	1.377e+001	7.737e-001
8	AU050519	128	1.381e+001	7.737e-001
8	AU050520	128	1.369e+001	7.737e-001
8	AU050521	128	1.376e+001	7.737e-001
8	AU050522	128	1.384e+001	7.737e-001
8	AU050523	128	1.374e+001	7.737e-001
8	AU050524	128	1.391e+001	7.737e-001
8	AU050525	128	1.385e+001	7.737e-001
8	AU050526	128	1.355e+001	7.737e-001
8	AU050527	128	1.347e+001	7.737e-001
8	AU050548	267	1.359e+001	7.737e-001
8	AU050549	267	1.361e+001	7.737e-001
9	AU050566	128	1.331e+001	8.353e-001
9	AU050567	128	1.351e+001	8.353e-001
9	AU050578	128	1.352e+001	8.353e-001
9	AU050579	128	1.363e+001	8.353e-001
9	AU050580	128	1.354e+001	8.353e-001
9	AU050581	128	1.328e+001	8.353e-001
9	AU050582	128	1.340e+001	8.353e-001
9	AU050583	128	1.341e+001	8.353e-001
9	AU050584	128	1.330e+001	8.353e-001
9	AU050585	128	1.324e+001	8.353e-001
9	AU050586	267	1.285e+001	8.353e-001
9	AU050587	267	1.316e+001	8.353e-001
10	AU050588	128	1.381e+001	9.976e-001
10	AU050589	128	1.384e+001	9.976e-001
10	AU050590	128	1.393e+001	9.976e-001
10	AU050591	128	1.390e+001	9.976e-001
10	AU050592	128	1.394e+001	9.976e-001
10	AU050593	128	1.386e+001	9.976e-001
10	AU050594	128	1.375e+001	9.976e-001
10	AU050595	128	1.387e+001	9.976e-001
10	AU050596	128	1.360e+001	9.976e-001
10	AU050597	128	1.360e+001	9.976e-001
10	AU050598	266	1.329e+001	9.976e-001
10	AU050599	268	1.327e+001	9.976e-001
11	AU050600	128	1.441e+001	9.698e-001
11	AU050601	128	1.442e+001	9.698e-001
11	AU050602	128	1.431e+001	9.698e-001
11	AU050603	128	1.439e+001	9.698e-001
11	AU050604	128	1.442e+001	9.698e-001
11	AU050605	128	1.440e+001	9.698e-001
11	AU050606	128	1.420e+001	9.698e-001
11	AU050607	128	1.409e+001	9.698e-001
11	AU050608	128	1.413e+001	9.698e-001
11	AU050609	128	1.420e+001	9.698e-001
11	AU050610	266	1.359e+001	9.698e-001
11	AU050611	267	1.362e+001	9.698e-001
12	AU050796	128	1.342e+001	9.085e-001
12	AU050797	128	1.325e+001	9.085e-001
12	AU050808	83	1.351e+001	9.085e-001
12	AU050809	128	1.340e+001	9.085e-001
12	AU050810	128	1.344e+001	9.085e-001
12	AU050811	128	1.334e+001	9.085e-001
12	AU050812	128	1.314e+001	9.085e-001
12	AU050813	128	1.323e+001	9.085e-001
12	AU050814	128	1.311e+001	9.085e-001
12	AU050815	128	1.305e+001	9.085e-001
12	AU050816	266	1.278e+001	9.085e-001
12	AU050817	267	1.293e+001	9.085e-001
13	AU050538	128	1.338e+001	7.683e-001
13	AU050539	128	1.315e+001	7.683e-001
13	AU050540	128	1.321e+001	7.683e-001
13	AU050541	128	1.306e+001	7.683e-001
13	AU050542	267	1.306e+001	7.683e-001
13	AU050543	267	1.318e+001	7.683e-001
13	AU050572	128	1.309e+001	7.683e-001
13	AU050573	128	1.313e+001	7.683e-001
13	AU050574	128	1.322e+001	7.683e-001
13	AU050575	128	1.316e+001	7.683e-001
13	AU050576	128	1.304e+001	7.683e-001
13	AU050577	128	1.315e+001	7.683e-001
14	AU050748	266	1.347e+001	3.193e-001
14	AU050771	267	1.343e+001	3.193e-001
14	AU050798	128	1.329e+001	3.193e-001
14	AU050799	128	1.332e+001	3.193e-001
14	AU050800	128	1.330e+001	3.193e-001
14	AU050801	128	1.333e+001	3.193e-001
14	AU050802	128	1.325e+001	3.193e-001
14	AU050803	128	1.326e+001	3.193e-001
14	AU050804	128	1.362e+001	3.193e-001
14	AU050805	128	1.371e+001	3.193e-001
14	AU050806	128	1.418e+001	3.193e-001
14	AU050807	128	1.413e+001	3.193e-001
15	AU051066	127	1.261e+001	4.413e-001
15	AU051067	127	1.261e+001	4.413e-001
15	AU051078	128	1.260e+001	4.413e-001
15	AU051079	128	1.256e+001	4.413e-001
15	AU051080	128	1.266e+001	4.413e-001
15	AU051081	128	1.270e+001	4.413e-001
15	AU051082	128	1.340e+001	4.413e-001
15	AU051083	128	1.339e+001	4.413e-001
15	AU051084	128	1.298e+001	4.413e-001
15	AU051085	128	1.278e+001	4.413e-001
15	AU051086	266	1.261e+001	4.413e-001
15	AU051087	239	1.266e+001	4.413e-001
16	AU050738	128	1.346e+001	3.025e-001
16	AU050739	266	1.292e+001	3.025e-001
16	AU050749	80	1.271e+001	3.025e-001
16	AU050750	128	1.276e+001	3.025e-001
16	AU050751	128	1.280e+001	3.025e-001
16	AU050752	128	1.279e+001	3.025e-001
16	AU050753	128	1.271e+001	3.025e-001
16	AU050754	128	1.273e+001	3.025e-001
16	AU050755	128	1.315e+001	3.025e-001
16	AU050756	128	1.318e+001	3.025e-001
16	AU050757	128	1.354e+001	3.025e-001
16	AU050770	266	1.290e+001	3.025e-001
17	AU050758	128	1.151e+001	5.157e-001
17	AU050759	128	1.227e+001	5.157e-001
17	AU050760	128	1.242e+001	5.157e-001
17	AU050761	128	1.207e+001	5.157e-001
17	AU050762	128	1.141e+001	5.157e-001
17	AU050763	128	1.212e+001	5.157e-001
17	AU050764	180	1.114e+001	5.157e-001
17	AU050765	266	1.159e+001	5.157e-001
17	AU050774	128	1.148e+001	5.157e-001
17	AU050775	128	1.150e+001	5.157e-001
17	AU050776	128	1.157e+001	5.157e-001
17	AU050777	128	1.155e+001	5.157e-001
18	AU050766	128	1.232e+001	6.129e-001
18	AU050767	128	1.264e+001	6.129e-001
18	AU051018	128	1.251e+001	6.129e-001
18	AU051019	128	1.251e+001	6.129e-001
18	AU051020	128	1.254e+001	6.129e-001
18	AU051021	128	1.239e+001	6.129e-001
18	AU051022	128	1.311e+001	6.129e-001
18	AU051023	128	1.303e+001	6.129e-001
18	AU051024	128	1.327e+001	6.129e-001
18	AU051025	128	1.319e+001	6.129e-001
18	AU051026	266	1.305e+001	6.129e-001
18	AU051027	268	1.267e+001	6.129e-001
19	AU051058	128	1.298e+001	2.377e-001
19	AU051059	128	1.296e+001	2.377e-001
19	AU051060	128	1.367e+001	2.377e-001
19	AU051061	128	1.368e+001	2.377e-001
19	AU051062	128	1.315e+001	2.377e-001
19	AU051063	128	1.313e+001	2.377e-001
19	AU051064	266	1.289e+001	2.377e-001
19	AU051065	266	1.289e+001	2.377e-001
19	AU051094	128	1.298e+001	2.377e-001
19	AU051095	128	1.299e+001	2.377e-001
19	AU051096	128	1.293e+001	2.377e-001
19	AU051097	128	1.292e+001	2.377e-001
20	AU051042	128	1.286e+001	2.726e-001
20	AU051043	128	1.290e+001	2.726e-001
20	AU051044	128	1.288e+001	2.726e-001
20	AU051045	128	1.287e+001	2.726e-001
20	AU051046	128	1.289e+001	2.726e-001
20	AU051047	128	1.287e+001	2.726e-001
20	AU051088	128	1.363e+001	2.726e-001
20	AU051089	128	1.363e+001	2.726e-001
20	AU051090	128	1.328e+001	2.726e-001
20	AU051091	128	1.320e+001	2.726e-001
20	AU051092	265	1.298e+001	2.726e-001
20	AU051093	267	1.294e+001	2.726e-001
21	AU051028	128	1.285e+001	3.019e-001
21	AU051029	128	1.292e+001	3.019e-001
21	AU051030	128	1.291e+001	3.019e-001
21	AU051031	128	1.284e+001	3.019e-001
21	AU051032	128	1.281e+001	3.019e-001
21	AU051033	128	1.281e+001	3.019e-001
21	AU051034	128	1.356e+001	3.019e-001
21	AU051035	128	1.363e+001	3.019e-001
21	AU051036	128	1.343e+001	3.019e-001
21	AU051037	128	1.339e+001	3.019e-001
21	AU051048	266	1.303e+001	3.019e-001
21	AU051049	267	1.302e+001	3.019e-001
22	AU051038	128	1.326e+001	3.225e-001
22	AU051039	128	1.328e+001	3.225e-001
22	AU051040	267	1.299e+001	3.225e-001
22	AU051041	267	1.300e+001	3.225e-001
22	AU051050	128	1.275e+001	3.225e-001
22	AU051051	128	1.286e+001	3.225e-001
22	AU051052	128	1.285e+001	3.225e-001
22	AU051053	128	1.288e+001	3.225e-001
22	AU051054	128	1.279e+001	3.225e-001
22	AU051055	128	1.280e+001	3.225e-001
22	AU051056	128	1.357e+001	3.225e-001
22	AU051057	128	1.358e+001	3.225e-001
23	AU050740	128	1.336e+001	2.577e-001
23	AU050741	120	1.342e+001	2.577e-001
23	AU050742	128	1.352e+001	2.577e-001
23	AU050743	128	1.347e+001	2.577e-001
23	AU050744	128	1.344e+001	2.577e-001
23	AU050745	128	1.340e+001	2.577e-001
23	AU050746	128	1.399e+001	2.577e-001
23	AU050747	128	1.405e+001	2.577e-001
23	AU050768	128	1.430e+001	2.577e-001
23	AU050769	128	1.431e+001	2.577e-001
23	AU050772	268	1.357e+001	2.577e-001
23	AU050773	266	1.354e+001	2.577e-001
24	AU051004	128	1.495e+001	2.402e-001
24	AU051005	127	1.407e+001	2.402e-001
24	AU051006	128	1.320e+001	2.402e-001
24	AU051007	128	1.323e+001	2.402e-001
24	AU051008	128	1.330e+001	2.402e-001
24	AU051009	128	1.337e+001	2.402e-001
24	AU051010	128	1.320e+001	2.402e-001
24	AU051011	128	1.328e+001	2.402e-001
24	AU051012	128	1.320e+001	2.402e-001
24	AU051013	128	1.320e+001	2.402e-001
24	AU051014	253	1.300e+001	2.402e-001
24	AU051015	266	1.306e+001	2.402e-001
25	AU050722	127	1.282e+001	1.372e-001
25	AU050723	127	1.286e+001	1.372e-001
25	AU050724	128	1.307e+001	1.372e-001
25	AU050725	128	1.310e+001	1.372e-001
25	AU050726	127	1.300e+001	1.372e-001
25	AU050727	127	1.300e+001	1.372e-001
25	AU050868	127	1.290e+001	1.372e-001
25	AU050869	127	1.293e+001	1.372e-001
25	AU050870	127	1.287e+001	1.372e-001
25	AU050871	127	1.289e+001	1.372e-001
25	AU050872	265	1.286e+001	1.372e-001
25	AU050873	265	1.286e+001	1.372e-001
26	AU050858	127	1.314e+001	1.265e-001
26	AU050859	127	1.315e+001	1.265e-001
26	AU050860	127	1.313e+001	1.265e-001
26	AU050861	127	1.310e+001	1.265e-001
26	AU050862	127	1.311e+001	1.265e-001
26	AU050863	127	1.308e+001	1.265e-001
26	AU050864	265	1.304e+001	1.265e-001
26	AU050865	265	1.301e+001	1.265e-001
26	AU050874	127	1.297e+001	1.265e-001
26	AU050875	127	1.301e+001	1.265e-001
26	AU050876	128	1.326e+001	1.265e-001
26	AU050877	128	1.326e+001	1.265e-001
27	AU050698	128	1.300e+001	1.495e-001
27	AU050699	128	1.303e+001	1.495e-001
27	AU050700	127	1.306e+001	1.495e-001
27	AU050701	127	1.301e+001	1.495e-001
27	AU050702	127	1.296e+001	1.495e-001
27	AU050703	127	1.293e+001	1.495e-001
27	AU050704	127	1.293e+001	1.495e-001
27	AU050705	127	1.292e+001	1.495e-001
27	AU050706	265	1.252e+001	1.495e-001
27	AU050707	265	1.287e+001	1.495e-001
27	AU051016	127	1.278e+001	1.495e-001
27	AU051017	127	1.278e+001	1.495e-001
28	AU050978	127	1.271e+001	2.019e-001
28	AU050979	127	1.279e+001	2.019e-001
28	AU050980	128	1.296e+001	2.019e-001
28	AU050981	128	1.299e+001	2.019e-001
28	AU050982	128	1.304e+001	2.019e-001
28	AU050983	128	1.304e+001	2.019e-001
28	AU050984	127	1.294e+001	2.019e-001
28	AU050985	127	1.296e+001	2.019e-001
28	AU050988	127	1.288e+001	2.019e-001
28	AU050989	127	1.291e+001	2.019e-001
28	AU050990	264	1.283e+001	2.019e-001
28	AU050991	265	1.285e+001	2.019e-001
29	AU050478	127	1.070e+001	2.475e-001
29	AU050479	127	1.247e+001	2.475e-001
29	AU050480	128	1.272e+001	2.475e-001
29	AU050481	128	1.286e+001	2.475e-001
29	AU050482	128	1.295e+001	2.475e-001
29	AU050483	128	1.297e+001	2.475e-001
29	AU050484	127	1.280e+001	2.475e-001
29	AU050485	127	1.280e+001	2.475e-001
29	AU050486	127	1.274e+001	2.475e-001
29	AU050487	127	1.272e+001	2.475e-001
29	AU050986	265	1.270e+001	2.475e-001
29	AU050987	265	1.245e+001	2.475e-001
30	AU050708	127	1.276e+001	2.325e-001
30	AU050709	127	1.289e+001	2.325e-001
30	AU050710	128	1.304e+001	2.325e-001
30	AU050711	128	1.308e+001	2.325e-001
30	AU050712	127	1.305e+001	2.325e-001
30	AU050713	127	1.304e+001	2.325e-001
30	AU050714	127	1.298e+001	2.325e-001
30	AU050715	127	1.299e+001	2.325e-001
30	AU050716	127	1.295e+001	2.325e-001
30	AU050717	127	1.293e+001	2.325e-001
30	AU050728	265	1.282e+001	2.325e-001
30	AU050729	265	1.284e+001	2.325e-001
31	AU050718	127	1.278e+001	2.565e-001
31	AU050719	127	1.275e+001	2.565e-001
31	AU050720	265	1.276e+001	2.565e-001
31	AU050721	265	1.278e+001	2.565e-001
31	AU050730	127	1.263e+001	2.565e-001
31	AU050731	127	1.264e+001	2.565e-001
31	AU050732	128	1.290e+001	2.565e-001
31	AU050733	128	1.293e+001	2.565e-001
31	AU050734	127	1.287e+001	2.565e-001
31	AU050735	127	1.287e+001	2.565e-001
31	AU050736	127	1.282e+001	2.565e-001
31	AU050737	127	1.279e+001	2.565e-001
32	AU050866	127	1.181e+001	5.731e-001
32	AU050867	127	1.196e+001	5.731e-001
32	AU050888	128	1.204e+001	5.731e-001
32	AU050889	128	1.191e+001	5.731e-001
32	AU050890	127	1.172e+001	5.731e-001
32	AU050891	127	1.182e+001	5.731e-001
32	AU050892	127	1.172e+001	5.731e-001
32	AU050893	127	1.167e+001	5.731e-001
32	AU050894	95	1.140e+001	5.731e-001
32	AU050895	79	1.067e+001	5.731e-001
32	AU050896	223	1.114e+001	5.731e-001
32	AU050897	265	1.141e+001	5.731e-001
33	AU050492	127	1.367e+001	3.570e-001
33	AU050992	127	1.386e+001	3.570e-001
33	AU050993	127	1.388e+001	3.570e-001
33	AU050994	128	1.397e+001	3.570e-001
33	AU050995	128	1.400e+001	3.570e-001
33	AU050996	127	1.387e+001	3.570e-001
33	AU050997	127	1.388e+001	3.570e-001
33	AU050998	127	1.374e+001	3.570e-001
33	AU050999	127	1.379e+001	3.570e-001
33	AU051001	127	1.361e+001	3.570e-001
33	AU051002	265	1.367e+001	3.570e-001
33	AU051003	265	1.371e+001	3.570e-001
34	AU050417	125	1.104e+001	1.780e-001
34	AU050628	127	1.114e+001	1.780e-001
34	AU050629	126	1.113e+001	1.780e-001
34	AU050630	127	1.163e+001	1.780e-001
34	AU050631	127	1.165e+001	1.780e-001
34	AU050632	126	1.192e+001	1.780e-001
34	AU050633	126	1.189e+001	1.780e-001
34	AU050634	126	1.132e+001	1.780e-001
34	AU050635	126	1.122e+001	1.780e-001
34	AU050636	265	1.088e+001	1.780e-001
34	AU050637	166	1.090e+001	1.780e-001
35	AU050647	126	1.080e+001	1.331e-001
35	AU050648	128	1.073e+001	1.331e-001
35	AU050649	126	1.084e+001	1.331e-001
35	AU050650	127	1.086e+001	1.331e-001
35	AU050651	127	1.127e+001	1.331e-001
35	AU050652	128	1.129e+001	1.331e-001
35	AU050653	126	1.162e+001	1.331e-001
35	AU050654	126	1.161e+001	1.331e-001
35	AU050655	126	1.107e+001	1.331e-001
35	AU050656	127	1.106e+001	1.331e-001
35	AU050657	266	1.076e+001	1.331e-001
35	AU050828	266	1.073e+001	1.331e-001
36	AU050399	128	1.154e+001	1.288e-001
36	AU050400	127	1.158e+001	1.288e-001
36	AU050401	127	1.155e+001	1.288e-001
36	AU050402	126	1.155e+001	1.288e-001
36	AU050403	127	1.158e+001	1.288e-001
36	AU050404	128	1.162e+001	1.288e-001
36	AU050405	127	1.228e+001	1.288e-001
36	AU050406	127	1.230e+001	1.288e-001
36	AU050407	127	1.194e+001	1.288e-001
36	AU050408	128	1.189e+001	1.288e-001
36	AU050409	265	1.148e+001	1.288e-001
37	AU050619	265	1.135e+001	1.875e-001
37	AU050827	127	1.124e+001	1.875e-001
37	AU050839	127	1.100e+001	1.875e-001
37	AU050840	127	1.100e+001	1.875e-001
37	AU050841	128	1.114e+001	1.875e-001
37	AU050842	127	1.118e+001	1.875e-001
37	AU050843	128	1.173e+001	1.875e-001
37	AU050844	127	1.179e+001	1.875e-001
37	AU050845	127	1.189e+001	1.875e-001
37	AU050846	127	1.178e+001	1.875e-001
37	AU050847	265	1.135e+001	1.875e-001
38	AU050644	106	1.165e+001	1.131e-001
38	AU050645	127	1.174e+001	1.131e-001
38	AU050646	128	1.145e+001	1.131e-001
38	AU050848	128	1.146e+001	1.131e-001
38	AU050850	127	1.149e+001	1.131e-001
38	AU050851	127	1.152e+001	1.131e-001
38	AU050852	127	1.212e+001	1.131e-001
38	AU050853	127	1.208e+001	1.131e-001
38	AU050854	127	1.223e+001	1.131e-001
38	AU050855	127	1.224e+001	1.131e-001
38	AU050856	265	1.165e+001	1.131e-001
38	AU050857	265	1.164e+001	1.131e-001
39	AU050379	126	1.117e+001	9.490e-002
39	AU050380	127	1.130e+001	9.490e-002
39	AU050381	128	1.135e+001	9.490e-002
39	AU050382	127	1.195e+001	9.490e-002
39	AU050383	126	1.193e+001	9.490e-002
39	AU050384	127	1.144e+001	9.490e-002
39	AU050385	127	1.142e+001	9.490e-002
39	AU050386	266	1.112e+001	9.490e-002
39	AU050387	267	1.110e+001	9.490e-002
39	AU050641	128	1.111e+001	9.490e-002
39	AU050642	127	1.111e+001	9.490e-002
39	AU050643	127	1.114e+001	9.490e-002
40	AU050620	127	1.178e+001	3.387e-001
40	AU050621	127	1.138e+001	3.387e-001
40	AU050622	127	1.159e+001	3.387e-001
40	AU050623	127	1.161e+001	3.387e-001
40	AU050624	128	1.168e+001	3.387e-001
40	AU050625	127	1.162e+001	3.387e-001
40	AU050626	128	1.227e+001	3.387e-001
40	AU050627	127	1.228e+001	3.387e-001
40	AU050638	127	1.216e+001	3.387e-001
40	AU050639	127	1.204e+001	3.387e-001
40	AU050640	265	1.170e+001	3.387e-001
40	AU050849	266	1.162e+001	3.387e-001
41	AU050818	127	1.154e+001	1.147e-001
41	AU050819	266	1.128e+001	1.147e-001
41	AU050820	265	1.126e+001	1.147e-001
41	AU050829	127	1.124e+001	1.147e-001
41	AU050830	127	1.127e+001	1.147e-001
41	AU050831	127	1.124e+001	1.147e-001
41	AU050832	126	1.122e+001	1.147e-001
41	AU050833	127	1.138e+001	1.147e-001
41	AU050834	127	1.142e+001	1.147e-001
41	AU050835	128	1.202e+001	1.147e-001
41	AU050836	127	1.204e+001	1.147e-001
41	AU050837	127	1.157e+001	1.147e-001
42	AU050411	127	1.178e+001	9.810e-002
42	AU050412	127	1.192e+001	9.810e-002
42	AU050413	127	1.155e+001	9.810e-002
42	AU050414	126	1.156e+001	9.810e-002
42	AU050415	127	1.153e+001	9.810e-002
42	AU050497	127	1.148e+001	9.810e-002
42	AU050821	265	1.158e+001	9.810e-002
42	AU050822	265	1.152e+001	9.810e-002
42	AU050823	128	1.181e+001	9.810e-002
42	AU050824	127	1.177e+001	9.810e-002
42	AU050825	126	1.225e+001	9.810e-002
42	AU050826	128	1.228e+001	9.810e-002
43	AU050378	127	1.169e+001	2.080e-001
43	AU050388	127	1.167e+001	2.080e-001
43	AU050389	127	1.163e+001	2.080e-001
43	AU050390	126	1.162e+001	2.080e-001
43	AU050391	128	1.167e+001	2.080e-001
43	AU050392	127	1.167e+001	2.080e-001
43	AU050393	127	1.230e+001	2.080e-001
43	AU050394	128	1.235e+001	2.080e-001
43	AU050395	127	1.204e+001	2.080e-001
43	AU050396	127	1.201e+001	2.080e-001
43	AU050397	265	1.166e+001	2.080e-001
43	AU050398	268	1.158e+001	2.080e-001
44	AU051228	127	1.297e+001	2.696e-001
44	AU051229	125	1.321e+001	2.696e-001
44	AU051248	265	1.303e+001	2.696e-001
44	AU051249	265	1.293e+001	2.696e-001
44	AU051250	126	1.296e+001	2.696e-001
44	AU051251	126	1.301e+001	2.696e-001
44	AU051252	126	1.301e+001	2.696e-001
44	AU051253	126	1.283e+001	2.696e-001
44	AU051254	127	1.286e+001	2.696e-001
44	AU051255	127	1.259e+001	2.696e-001
44	AU051256	127	1.281e+001	2.696e-001
44	AU051257	126	1.300e+001	2.696e-001
45	AU051230	265	1.291e+001	2.061e-001
45	AU051231	265	1.278e+001	2.061e-001
45	AU051232	127	1.295e+001	2.061e-001
45	AU051233	126	1.280e+001	2.061e-001
45	AU051234	126	1.280e+001	2.061e-001
45	AU051235	126	1.303e+001	2.061e-001
45	AU051236	127	1.296e+001	2.061e-001
45	AU051237	127	1.321e+001	2.061e-001
45	AU051378	126	1.323e+001	2.061e-001
45	AU051379	125	1.325e+001	2.061e-001
45	AU051380	125	1.337e+001	2.061e-001
45	AU051381	125	1.350e+001	2.061e-001
46	AU051388	124	1.250e+001	2.126e-001
46	AU051389	124	1.249e+001	2.126e-001
46	AU051390	127	1.275e+001	2.126e-001
46	AU051391	127	1.267e+001	2.126e-001
46	AU051392	126	1.259e+001	2.126e-001
46	AU051393	125	1.258e+001	2.126e-001
46	AU051394	125	1.264e+001	2.126e-001
46	AU051395	125	1.267e+001	2.126e-001
46	AU051396	265	1.245e+001	2.126e-001
46	AU051397	265	1.239e+001	2.126e-001
46	AU051416	125	1.282e+001	2.126e-001
46	AU051417	125	1.267e+001	2.126e-001
47	AU051404	125	1.257e+001	1.365e-001
47	AU051405	125	1.257e+001	1.365e-001
47	AU051406	125	1.244e+001	1.365e-001
47	AU051407	124	1.240e+001	1.365e-001
47	AU051408	127	1.252e+001	1.365e-001
47	AU051409	127	1.253e+001	1.365e-001
47	AU051410	125	1.235e+001	1.365e-001
47	AU051411	125	1.236e+001	1.365e-001
47	AU051412	118	1.219e+001	1.365e-001
47	AU051413	110	1.241e+001	1.365e-001
47	AU051414	249	1.214e+001	1.365e-001
47	AU051415	249	1.215e+001	1.365e-001
48	AU051261	125	1.335e+001	2.309e-001
48	AU051383	124	1.308e+001	2.309e-001
48	AU051384	124	1.354e+001	2.309e-001
48	AU051385	124	1.349e+001	2.309e-001
48	AU051386	127	1.362e+001	2.309e-001
48	AU051387	127	1.355e+001	2.309e-001
48	AU051398	125	1.366e+001	2.309e-001
48	AU051399	125	1.361e+001	2.309e-001
48	AU051400	125	1.360e+001	2.309e-001
48	AU051401	125	1.359e+001	2.309e-001
48	AU051402	265	1.318e+001	2.309e-001
48	AU051403	265	1.301e+001	2.309e-001
49	AU051098	265	1.082e+001	2.702e-001
49	AU051099	265	1.091e+001	2.702e-001
49	AU051100	126	1.105e+001	2.702e-001
49	AU051101	125	1.105e+001	2.702e-001
49	AU051102	126	1.105e+001	2.702e-001
49	AU051103	125	1.100e+001	2.702e-001
49	AU051104	127	1.102e+001	2.702e-001
49	AU051105	127	1.103e+001	2.702e-001
49	AU051106	125	1.096e+001	2.702e-001
49	AU051107	124	1.086e+001	2.702e-001
49	AU051118	125	1.069e+001	2.702e-001
49	AU051119	124	1.038e+001	2.702e-001
50	AU051170	128	9.653e+000	4.103e-001
50	AU051171	128	9.862e+000	4.103e-001
50	AU051172	127	9.570e+000	4.103e-001
50	AU051173	127	9.659e+000	4.103e-001
50	AU051174	128	9.422e+000	4.103e-001
50	AU051175	128	9.307e+000	4.103e-001
50	AU051176	128	9.397e+000	4.103e-001
50	AU051177	128	9.321e+000	4.103e-001
50	AU052398	128	9.397e+000	4.103e-001
50	AU052399	128	9.358e+000	4.103e-001
50	AU052400	268	9.245e+000	4.103e-001
50	AU052401	268	9.194e+000	4.103e-001
51	AU051146	128	1.382e+001	2.724e-001
51	AU051147	128	1.378e+001	2.724e-001
51	AU051158	127	1.389e+001	2.724e-001
51	AU051160	128	1.377e+001	2.724e-001
51	AU051161	128	1.384e+001	2.724e-001
51	AU051162	128	1.373e+001	2.724e-001
51	AU051163	128	1.380e+001	2.724e-001
51	AU051164	128	1.362e+001	2.724e-001
51	AU051165	128	1.366e+001	2.724e-001
51	AU051166	268	1.356e+001	2.724e-001
51	AU051167	268	1.364e+001	2.724e-001
51	AU051220	127	1.387e+001	2.724e-001
52	AU052384	128	1.237e+001	1.322e-001
52	AU052385	128	1.239e+001	1.322e-001
52	AU052386	127	1.223e+001	1.322e-001
